source_signature,row_count,taxonomy_group,source_resolution_level,source_species_normalized,source_organism_name,bacdive_status_closure,species_validation_status,candidate_rescue_status,raw_cache_files_seen,missing_cache_files,cache_record_count_total_before_species_filter,representative_bacdive_record_count,record_count_with_culture_collection,unique_culture_collection_count,has_any_culture_collection,type_strain_record_count,has_type_strain_record,culture_medium_record_count,unique_culture_medium_count,has_any_culture_medium,isolation_source_record_count,unique_isolation_source_count,has_any_isolation_source,country_record_count,unique_country_count,has_any_country,genome_accession_record_count,unique_genome_accession_count,has_any_genome_accession,inclusion_basis_counts,example_culture_collections,example_strain_designations,example_culture_media,example_isolation_sources
taxon:42684|organism:streptomyces collinus,9,target_bacteria,taxon_organism,streptomyces collinus,Streptomyces collinus,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,10,5,5,21,True,1,True,4,9,True,4,2,True,4,1,True,1,3,True,"{""normalized_species_exact"": 5}",DSM 118475; DSM 116601; DSM 116495; KCTC 59409; DSM 40726; ETH 31903; DSM 40129; ATCC 19743; CBS 482.68; DSM 2012; ETH 24318; IFO 12759; ISP 5129; JCM 4361; RIA 1024; BCRC 11465; CGMCC 4.1623; KCTC 9713; NBRC 12759; NRRL B-5412,OG 1.35hell; OG1.35 braun; OG2.8; Tü 105; Ist 301,GYM STREPTOMYCES MEDIUM (DSMZ Medium 65); STARCH - MINERAL SALT - AGAR (STMS) (DSMZ Medium 252); ROLLED OATS MINERAL MEDIUM (DSMZ Medium 84); ISP 2; ISP 3,soil; Soil
taxon:1303|organism:streptococcus oralis,2,target_bacteria,taxon_organism,streptococcus oralis,Streptococcus oralis,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,138,69,69,103,True,4,True,10,6,True,66,47,True,60,7,True,11,18,True,"{""base_binomial_match_or_subspecies"": 7, ""normalized_species_exact"": 61, ""validated_bacdive_id_from_closure"": 1}",CCUG 73139; CECT 9732; CCUG 64631; CCUG 62650; CCUG 62649; CCUG 62648; CCUG 62639; CCUG 59155; CCUG 59154; CCUG 57697; CCUG 57592; CCUG 57285; CCUG 57066; CCUG 56479; CCUG 56428; CCUG 56349; CCUG 55540; CCUG 55311; CCUG 55092; CCUG 55091,"OR7; OR8; OR4; SK2; 7746, Str. 7746; 7747, Str. 7747; AZ_3a; LVG/l, PB182, PB 182; 43364; 25826",MEDIUM 6 - Columbia agar with 10 % horse blood; CIP Medium 6; COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92); MEDIUM 72- for trypto casein soja agar,"Human synovia,83-yr-old woman; Human oral cavity; Human pharynx,atopic child; Human dental plaque; Human blood,endocarditis,72-yr-old man"
taxon:2423|organism:fervidobacterium islandicum,3,target_bacteria,taxon_organism,fervidobacterium islandicum,Fervidobacterium islandicum,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,2,1,1,2,True,1,True,1,1,True,1,1,True,1,1,True,0,0,False,"{""normalized_species_exact"": 1}",DSM 5733; ATCC 49647,H21,FERVIDOBACTERIUM ISLANDICUM MEDIUM (DSMZ Medium 501),hot spring
taxon:159|organism:brachyspira hyodysenteriae (treponema hyodysenteriae),2,target_bacteria,taxon_organism,brachyspira hyodysenteriae,Brachyspira hyodysenteriae (Treponema hyodysenteriae),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,12,6,6,9,True,1,True,4,3,True,6,4,True,6,3,True,1,3,True,"{""normalized_species_exact"": 6}",DSM 118649; DSM 118648; DSM 110985; CCUG 47386; CCUG 47309; CCUG 46668; ATCC 27164; NCTC 13041; DSM 105803,"JR80; B204; 1922, BH24; B78",COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); SERPULINA MURDOCHII MEDIUM (DSMZ Medium 840); FASTIDIOUS ANAEROBE BROTH (DSMZ Medium 1203a),porcine feces; Feces (swine); Swine dysentery; swine dysentery
taxon:2264|organism:thermococcus celer,2,target_archaea,taxon_organism,thermococcus celer,Thermococcus celer,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,2,1,1,3,True,1,True,1,2,True,1,2,True,1,1,True,1,2,True,"{""normalized_species_exact"": 1}",DSM 2476; JCM 8558; ATCC 35543,Vu 13,MARINE THERMOCOCCUS MEDIUM (DSMZ Medium 760); THERMOCOCCUS CELER MEDIUM (DSMZ Medium 266),solfataric marine water hole; Solfataric marine water hole on a beach of Vulcano
taxon:2275|organism:desulfurococcus mucosus (desulfurococcus mobilis),2,target_archaea,taxon_organism,desulfurococcus mucosus,Desulfurococcus mucosus (Desulfurococcus mobilis),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,4,2,2,6,True,1,True,2,1,True,2,4,True,2,1,True,2,2,True,"{""normalized_species_exact"": 2}",DSM 2162; ATCC 35584; JCM 9187; DSM 2161; ATCC 35582; JCM 9186,O7/1; Hvv 3/9,SULFOLOBUS MEDIUM (ANAEROBIC) (DSMZ Medium 88a),hot solfataric spring; Acidic hot spring in Askja; acidic water from solfataric field; Acidic hot spring in Hveravellir
taxon:2102|organism:mycoplasma mycoides,1,target_bacteria,taxon_organism,mycoplasma mycoides,Mycoplasma mycoides,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,8,4,4,8,True,2,True,3,2,True,2,3,True,1,1,True,1,3,True,"{""base_binomial_match_or_subspecies"": 1, ""normalized_species_exact"": 3}",CCUG 32753; NCTC 10114; CIP A178; CIP 71.28; DSM 22061; CCUG 23387; CIP 71.25; NCTC 10137,Oru; B17; PG3,MEDIUM 88 - for Mycoplasma and Acholeplasma; CIP Medium 88,"Animal, Zebu; goat, pleuropneumonia; Animal, Goat, pleuropneumonia"
taxon:1430|organism:bacillus thuringiensis subsp. israelensis,1,target_bacteria,taxon_organism,bacillus thuringiensis,Bacillus thuringiensis subsp. israelensis,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,182,91,91,189,True,1,True,84,7,True,37,34,True,39,11,True,2,5,True,"{""normalized_species_exact"": 91}",CRBIP3.2344; BTS 02618A; CIP 110666; CIP 200206; CRBIP3.705; CRBIP3.6147; CRBIP3.2721; JCM 28844; JCM 28784; JCM 20387; ATCC 13366; IAM 12078; JCM 20331; IAM 11056; DSM 26055; IMI 348918; CCUG 22499; IAM 11064; ATCC 13367; JCM 20337,"367; 1884; EA 12392; BnBt; Bt 18247, MYBT18247; NRS-1124, 58.1.1; Bt GOE7; Bt GOE6; Bt GOE5; Bt GOE4; Bt GOE3; Bt GOE2; Bt GOE1; Bt 131, 4A8; NB221; NB 75; NB 31; NRS-996; 1564",CIP Medium 72; CASO AGAR (MERCK 105458) (DSMZ Medium 220); Nutrient Agar (NA); NUTRIENT AGAR (DSMZ Medium 1); MEDIUM 3 - Columbia agar,"Environment, Soil; Soil (Hanchiku) in the southeast area of the burial mound of the Takamatsuzuka Tumulus; Viscous gels below the paintings of the group of women on the east wall in the stone chamber of the Takamatsuzuka Tumulus; Indian-meal moth (<I>Plodia interpunctella</I>); insect (Balaninus nucum)"
proteome:UP000217768,18,target_bacteria,proteome,mycobacterium avium,Mycobacterium avium,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,98,49,49,88,True,3,True,27,14,True,34,31,True,22,8,True,6,9,True,"{""base_binomial_match_or_subspecies"": 15, ""normalized_species_exact"": 34}",CRBIP7.166; CIPT 166; CRBIP7.148; CIPT 148; CRBIP7.147; CIPT 147; CRBIP7.146; CIPT 146; CRBIP7.144; CIPT 144; CRBIP7.143; CIPT 143; CRBIP7.140; CIPT 140; CRBIP7.138; CIPT 138; DSM 108962; JCM 34074; JCM 34073; JCM 34072,"140310094; 1602-1965, 140310073; Nutson 1784-286, 14310072; STB 42, 140310071; 34540, 14310069; 14310068, 25546-759; 140310065, 6194; 140310064, 11907-300; JIII-386; 140310067; 4138; 68257; 27497; TB795/95; 1001; JC31; 4355387; 6409; 1351; chicken AHT 1",Löwenstein-Jensen Medium; MIDDLEBROOK MEDIUM (DSMZ Medium 645); MEDIUM 96 - for Mycobacterium avium subsp. paratuberculosis; CIP Medium 96; MEDIUM 93 - for Mycobacterium avium subsp. sylvaticum,"ileal mucosa, sheep from migrating sheep herd; Sputum of a patient; Sputum of a patient with pulmonary <I>Mycobacterium avium</I> complex (MAC) disease; Bathroom of a patient with pulmonary <I>Mycobacterium avium</I> complex (MAC) disease; Sparrow liver"
taxon:38314|organism:streptomyces nogalater,2,target_bacteria,taxon_organism,streptomyces nogalater,Streptomyces nogalater,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,6,3,3,23,True,1,True,1,2,True,0,0,False,0,0,False,1,3,True,"{""normalized_species_exact"": 3}",ST008114; ST008113; DSM 40546; ATCC 27451; CBS 746.72; IFO 13445; ISP 5546; JCM 4553; NBRC 13445; NRRL 3035; RIA 1406; BCRC 12316; CBS 238.69; CGMCC 4.1442; CGMCC 4.2114; HAMBI 951; IMET 43360; JCM 4799; LMG 19338; LMG 5981,AM33381; AM33380,GYM STREPTOMYCES MEDIUM (DSMZ Medium 65); ROLLED OATS MINERAL MEDIUM (DSMZ Medium 84),
taxon:1520|organism:clostridium beijerinckii (clostridium mp),2,target_bacteria,taxon_organism,clostridium beijerinckii,Clostridium beijerinckii (Clostridium MP),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,60,30,30,94,True,1,True,11,11,True,19,7,True,4,3,True,7,13,True,"{""normalized_species_exact"": 30}",JCM 8034; IAM 19098; JCM 8033; IAM 19095; JCM 8032; IAM 19094; JCM 8031; IAM 19106; JCM 8030; IAM 19091; JCM 8028; IAM 19105; JCM 8027; IAM 19093; JCM 8026; IAM 19008; NRRL B592; JCM 8025; IAM 19007; NRRL B-591,"WB01-NA02; 88-273, SH1; C8; KT-1P; A-21; A-39; 34, Ng 34; 2287, McClung, A-14, 2287, McClung; N.O. Sjolander and McCoy, 67, 7, N.O. Sjolander and McCoy, 67; E. McCoy A-67, L.S. McClung 1671, 10026",WILKINS-CHALGREN ANAEROBE BROTH (DSMZ Medium 339); COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); PY + X MEDIUM (DSMZ Medium 104b); MEDIUM 20 - for Anaerobic bacteria; CIP Medium 20,Soil; wild boar; decaying straw; Decaying straw; retting Ramie (<i>Boehmeria nivea</i>)
taxon:38294|organism:photobacterium damsela subsp. piscicida (pasteurella piscicida),7,target_bacteria,taxon_organism,photobacterium damselae,Photobacterium damsela subsp. piscicida (Pasteurella piscicida),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,6,3,3,15,True,1,True,3,4,True,3,6,True,3,3,True,0,0,False,"{""base_binomial_match_or_subspecies"": 2, ""normalized_species_exact"": 1}",CIP 103910; ATCC 17911; CIP 104414; JCM 8968; ATCC 51805; CECT 4996; CGMCC 1.3753; NCIMB 13351; DSM 22834; ATCC 51736; CIP 104404; KCTC 12268; LMG 21869; NCIMB 2058; CCUG 35502,315; C-8; K-1,Marine agar (MA); CIP Medium 13; BACTO MARINE BROTH (DIFCO 2216) (DSMZ Medium 514); BHI MEDIUM (DSMZ Medium 215),"White perch; Skin of a labracoglossid fish (<I>Labracoglassa argentiventris</I>); Labracoglossid fish, skin; yellowtail (<i>Seriola queradiata</i>) with pseudotuberculosis; Yellowtail,Seriola queradiata,w/pseudotuberculosis"
taxon:145261|organism:methanothermobacter wolfeii (methanobacterium wolfei),2,target_archaea,taxon_organism,methanothermobacter wolfeii,Methanothermobacter wolfeii (Methanobacterium wolfei),bacdive_species_taxid_or_synonym_match,candidate_unvalidated,rescued_to_validated_species,2,0,2,1,1,6,True,1,True,1,1,True,1,2,True,1,1,True,1,1,True,"{""validated_bacdive_species_exact"": 1}",DSM 2970; ATCC 43096; NBRC 100332; VKM B-1829; JCM 14652; OCM 154,,METHANOBACTERIUM MEDIUM (DSMZ Medium 119),mixture of sewage sludge and river sediment; Mixture of sewage sludge and river sediment
taxon:28448|organism:komagataeibacter xylinus (gluconacetobacter xylinus),4,target_bacteria,taxon_organism,komagataeibacter xylinus,Komagataeibacter xylinus (Gluconacetobacter xylinus),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,18,9,9,63,True,1,True,8,8,True,3,5,True,0,0,False,4,6,True,"{""normalized_species_exact"": 9}",JCM 7664; IFO 13693; NBRC 13693; DSM 46603; ATCC 10821; CCM 1796; IMET 10314; LMD 22.3; NCIB 1375; NCTC 1375; RIA 812; Delft 183; DSM 46591; IMET 10142; DSM 46590; IMET 10141; DSM 46605; ATCC 14851; IMET 10316; NCIB 8132,"BU 134; East Africa; Blackley strain G2, BU 335; B 4168",YPM MEDIUM (DSMZ Medium 360); GLUCONOBACTER OXYDANS MEDIUM (DSMZ Medium 105); NY-AGAR (DSMZ Medium 306); MEDIUM 314 - for Gluconacetobacter xylinus subsp. sucrofermentans; CIP Medium 314,"vinegar brew; mountains ash berries; Mountain ash berries; Plant, Mountain ash berries; Mixed culture NCTC 6716 from a vinegar brew"
taxon:1313|organism:streptococcus pneumoniae,3,target_bacteria,taxon_organism,streptococcus pneumoniae,Streptococcus pneumoniae,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,400,200,200,233,True,1,True,129,8,True,70,54,True,155,13,True,12,17,True,"{""normalized_species_exact"": 200}",CCUG 10364; CCUG 10175; CCUG 10068; CCUG 9739; CCUG 8623; CCUG 8594; CCUG 8476; CCUG 8475; CCUG 8474; CCUG 8473; CCUG 8472; CCUG 8471; CCUG 8470; CCUG 8469; CCUG 8468; CCUG 8467; CCUG 8466; CCUG 8464; CCUG 8458; CCUG 8457,SSISP 6B/3; CNRP 6254; SSISP 20/2; SSISP 44/3; SSISP 47 A/1; SSISP 47 F/1; SSISP 46/2; SSISP 45/2; SSISP 43/3; SSISP 42/2; SSISP 41 A/2; SSISP 41 F/2; SSISP 35 C/2; SSISP 35 B/2; SSISP 35 A/3; SSISP 35 F/2; SSISP 34/2; SSISP 33 D/2; SSISP 33 C/2; SSISP 33 A/3,MEDIUM 6 - Columbia agar with 10 % horse blood; CIP Medium 6; CIP Medium 6-Boites-Biorad; CIP Medium 566; CIP Medium 10,"Human; Human nasopharynx,healthy 1?-yr-old child; Human nasopharynx; Human nasopharynx,2-yr-old girl; Human sputum,bronchitis"
taxon:587|organism:providencia rettgeri,1,target_bacteria,taxon_organism,providencia rettgeri,Providencia rettgeri,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,46,23,23,38,True,1,True,12,8,True,14,13,True,12,4,True,3,5,True,"{""normalized_species_exact"": 22, ""validated_bacdive_id_from_closure"": 1}",STI10209; STI10191; CRBIP17.136; CCUG 57382; CCUG 52439; CCUG 50627; CCUG 46898; CCUG 33987; NCTC 7475; CCUG 23362; CCUG 1649; CCM 5618; CCUG 237 A; CCUG 166; CIP 53.181; CIP 53.180; CIP 69.26; CIP 69.24; CIP 53.182; CIP 69.25,IMET 10209; IMET 10191; CIMB 04-4495; 1202/48; 1.65; 1.69; 30829/50; 4.68; B-0043; R6; 1163; KB 772,CIP Medium 72; MEDIUM 3 - Columbia agar; CIP Medium 3; MEDIUM 72- for trypto casein soja agar; TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92),"Human, Urine; Water from antibiotic production mixed with sewage; Human urine,67-yr-old woman,heart-transplanted; Human sputum,66-yr-old woman; Human sputum"
taxon:1279365|organism:bacillus thuringiensis serovar kurstaki (strain atcc 35866 / nrrl b-4488 / hd73),6,target_bacteria,taxon_organism,bacillus thuringiensis,Bacillus thuringiensis serovar kurstaki (strain ATCC 35866 / NRRL B-4488 / HD73),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,182,91,91,189,True,1,True,84,7,True,37,34,True,39,11,True,2,5,True,"{""normalized_species_exact"": 91}",CRBIP3.2344; BTS 02618A; CIP 110666; CIP 200206; CRBIP3.705; CRBIP3.6147; CRBIP3.2721; JCM 28844; JCM 28784; JCM 20387; ATCC 13366; IAM 12078; JCM 20331; IAM 11056; DSM 26055; IMI 348918; CCUG 22499; IAM 11064; ATCC 13367; JCM 20337,"367; 1884; EA 12392; BnBt; Bt 18247, MYBT18247; NRS-1124, 58.1.1; Bt GOE7; Bt GOE6; Bt GOE5; Bt GOE4; Bt GOE3; Bt GOE2; Bt GOE1; Bt 131, 4A8; NB221; NB 75; NB 31; NRS-996; 1564",CIP Medium 72; CASO AGAR (MERCK 105458) (DSMZ Medium 220); Nutrient Agar (NA); NUTRIENT AGAR (DSMZ Medium 1); MEDIUM 3 - Columbia agar,"Environment, Soil; Soil (Hanchiku) in the southeast area of the burial mound of the Takamatsuzuka Tumulus; Viscous gels below the paintings of the group of women on the east wall in the stone chamber of the Takamatsuzuka Tumulus; Indian-meal moth (<I>Plodia interpunctella</I>); insect (Balaninus nucum)"
taxon:28039|organism:lactobacillus leichmannii,2,target_bacteria,taxon_organism,lactobacillus leichmannii,Lactobacillus leichmannii,bacdive_species_taxid_or_synonym_match,validated_species_taxid_or_synonym,not_candidate_row,2,0,2,1,1,24,True,0,False,1,3,True,0,0,False,0,0,False,1,3,True,"{""validated_bacdive_id_from_closure"": 1}",DSM 20076; ATCC 4797; CCM 2344; NCDO 299; NCIB 7854; CCUG 21454; ATCC 7831; JCM 1148; BCRC 10699; CECT 287; CIP 54.3; IAM 1196; IFO 3073; LMG 13136; LMG 6891; NBRC 3073; NCCB 49006; NCFB 299; NCFB 301; NCIMB 7854,"326, F 59",MRS MEDIUM (DSMZ Medium 11); MEDIUM 40- for Lactobacillus and Leuconostoc; CIP Medium 40,
taxon:145262|organism:methanothermobacter thermautotrophicus (methanobacterium thermoformicicum),1,target_archaea,taxon_organism,methanothermobacter thermautotrophicus,Methanothermobacter thermautotrophicus (Methanobacterium thermoformicicum),bacdive_species_taxid_or_synonym_match,candidate_unvalidated,rescued_to_validated_species,2,0,2,1,1,2,True,0,False,1,1,True,1,1,True,1,1,True,0,0,False,"{""validated_bacdive_species_exact"": 1}",DSM 3267; ATCC 43169,AC60,METHANOBACTERIUM MEDIUM (DSMZ Medium 119),biogas plant
proteome:UP000003042,1,target_bacteria,proteome,escherichia albertii,Escherichia albertii (strain TW07627),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,2,1,1,8,True,1,True,1,6,True,1,4,True,1,1,True,1,2,True,"{""normalized_species_exact"": 1}",DSM 17582; CCUG 46494; CIP 107988; LMG 20976; CCM 7160; JCM 17328; CIP 107-988; NBRC 107761,19982,TRYPTICASE SOY BROTH AGAR (DSMZ Medium 535); MEDIUM 3 - Columbia agar; TRYPTICASE SOY YEAST EXTRACT MEDIUM (DSMZ Medium 92); COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); CIP Medium 72,"stool from diarrhoeal child; Human feces,diarrheic child; Stool specimen of a diarrhoeal child in Bangladesh; Human, Feces"
taxon:749527|organism:escherichia coli (strain ms 21-1),1,target_bacteria,taxon_organism,escherichia coli,Escherichia coli (strain MS 21-1),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,400,200,200,423,True,0,False,83,19,True,10,13,True,4,3,True,18,53,True,"{""normalized_species_exact"": 200}",DSM 6215; ATCC 37371; DSM 6214; ATCC 39531; DSM 6213; ATCC 41036; DSM 6212; ATCC 37375; DSM 6202; ATCC 37032; DSM 6201; ATCC 35673; DSM 6197; ATCC 47019; DSM 6196; ATCC 47018; DSM 6189; ATCC 37064; CCRC 41300; DSM 6188,"pfdB2; K12 MC1000, MC1000; pHB-1; pfdA2; pSC101; K12 HB101 DB6507, DB6507, FD 27747, HB101 DB6507; K12 Q359, Q359; K12 Q358, Q358; YIP33; DP50; YEp24; YIp5; pSP65; K12 TG1, TG1; pBluescribe M13-, PC-V3046; PC-V3138, pYAC3; PC-V3058, pGEM-3Zf(-); PC-V3057, pGEM-3Zf(+); pBluescribe M13+, PC-V3045; pBGS8, PC-V3012",LB (Luria-Bertani) MEDIUM (DSMZ Medium 381); NUTRIENT AGAR (DSMZ Medium 1); Mineral medium M9 for E. coli JM strains (DSMZ Medium 382); MEDIUM 72- for trypto casein soja agar; CIP Medium 72,"Canine; Animal, Canine; food; freshwater (river, lake, pond); faeces"
proteome:UP000008851,1,target_bacteria,proteome,xanthomonas oryzae,Xanthomonas oryzae pv. oryzicola (strain BLS256),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,4,0,2,1,1,4,True,1,True,0,0,False,0,0,False,0,0,False,1,2,True,"{""normalized_species_exact"": 1}",ATCC 35933; CFBP 2532; ICMP 3125; LMG 5047,"Rao X08, NCCPPB 3002, PDDCC 3125, Dye YK9",,
taxon:54076|organism:thermococcus zilligii,1,target_archaea,taxon_organism,thermococcus zilligii,Thermococcus zilligii,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,2,1,1,3,True,1,True,1,1,True,1,2,True,1,1,True,1,1,True,"{""normalized_species_exact"": 1}",DSM 2770; JCM 10554; ATCC 700529,AN1,AN1 MEDIUM (DSMZ Medium 376),anaerobic mud from alkaline hot spring; Thermal pool at Kuirau Park
taxon:712898|organism:pantoea vagans (strain c9-1) (pantoea agglomerans (strain c9-1)),5,target_bacteria,taxon_organism,pantoea vagans,Pantoea vagans (strain C9-1) (Pantoea agglomerans (strain C9-1)),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,2,1,1,3,True,1,True,1,1,True,1,1,True,1,1,True,1,1,True,"{""normalized_species_exact"": 1}",DSM 23078; BCC 105; LMG 24199,"BD 765, R-21566",NUTRIENT AGAR (DSMZ Medium 1),<i>Eucalyptus</i> sp.
taxon:561231|organism:pectobacterium parmentieri (strain wpp163) (pectobacterium wasabiae (strain wpp163)),1,target_bacteria,taxon_organism,pectobacterium parmentieri,Pectobacterium parmentieri (strain WPP163) (Pectobacterium wasabiae (strain WPP163)),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,2,1,1,3,True,1,True,1,1,True,1,1,True,1,1,True,1,3,True,"{""normalized_species_exact"": 1}",RNS 08-42-1A; CFBP 8475; LMG 29774,,TY medium,potato plant (cv. Bintje) expressing blackleg symptoms
proteome:UP000002484,1,target_bacteria,proteome,pseudofrankia inefficax,Pseudofrankia inefficax (strain DSM 45817 / CECT 9037 / DDB 130130 / EuI1c) (Frankia inefficax),bacdive_species_taxid_or_synonym_match,candidate_unvalidated,rescued_to_validated_species,6,0,5,1,1,2,True,1,True,1,2,True,1,1,True,1,1,True,1,1,True,"{""validated_bacdive_species_exact"": 1}",DSM 45817; CECT 9037,"DDB 130130, EuI1c",DPM MEDIUM (DSMZ Medium 737); BAP+ MEDIUM FOR FRANKIA (DSMZ Medium 1536),root nodule of <i>Elaeagnus umbellata</i> Thumb.
taxon:1556|organism:clostridium acidurici (gottschalkia acidurici),1,target_bacteria,taxon_organism,clostridium acidurici,Clostridium acidurici (Gottschalkia acidurici),bacdive_species_taxid_or_synonym_match,candidate_unvalidated,rescued_to_validated_species,2,0,12,6,6,9,True,1,True,6,2,True,6,2,True,6,2,True,1,1,True,"{""validated_bacdive_species_exact"": 6}",DSM 10163; DSM 10157; DSM 10161; DSM 10159; DSM 10158; DSM 604; ATCC 7906; IMG 1642; KCTC 5404,NOA-1; AAM-2; MJ-2; AC-3; AC-1; 9a,GOTTSCHALKIA MEDIUM (DSMZ Medium 76); Enrichment medium containing uric acid,soil; Garden soil in California
taxon:1495|organism:clostridium cylindrosporum,1,target_bacteria,taxon_organism,clostridium cylindrosporum,Clostridium cylindrosporum,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,8,4,4,6,True,1,True,4,1,True,4,1,True,4,2,True,1,1,True,"{""normalized_species_exact"": 4}",DSM 10164; DSM 10162; DSM 605; ATCC 7905; IMG 1641; DSM 10160,NOA-2; MJ-6; HC-1; MBJ-2,GOTTSCHALKIA MEDIUM (DSMZ Medium 76),soil
taxon:1731|organism:peptoclostridium acidaminophilum (eubacterium acidaminophilum),5,target_bacteria,taxon_organism,peptoclostridium acidaminophilum,Peptoclostridium acidaminophilum (Eubacterium acidaminophilum),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,2,1,1,2,True,1,True,1,1,True,1,2,True,1,1,True,1,1,True,"{""normalized_species_exact"": 1}",DSM 3953; ATCC 49065,al-2,EBA MEDIUM (DSMZ Medium 454),waste water ditch; anaerobic black mud from a waste water ditch
taxon:565042|organism:bifidobacterium longum subsp. longum (strain atcc 15707 / dsm 20219 / jcm 1217 / nctc 11818 / e194b),5,target_bacteria,taxon_organism,bifidobacterium longum,Bifidobacterium longum subsp. longum (strain ATCC 15707 / DSM 20219 / JCM 1217 / NCTC 11818 / E194b),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,7,0,119,57,57,137,True,5,True,10,5,True,54,36,True,27,7,True,22,37,True,"{""base_binomial_match_or_subspecies"": 43, ""normalized_species_exact"": 14}",DSM 20219; ATCC 15707; NCTC 11818; CCUG 28903; LMG 13197; JCM 1217; LMG 10497; BCRC 11847; CECT 4503; CIP 64.62; KCTC 3128; KCTC 3215; NCFB 2259; VTT E-96664; NCDO 2259; WDCM 00225; LMG 32752; CCOS 2034; DSM 115839; JCM 7139,"E194b (Variant a), E194b; NCC 5000; HUN014, AGR2137; WCA-178-WT-4B; S3; Su 851; SU859, SU 859; S76E; S12; C10-45",MEDIUM 20 - for Anaerobic bacteria; BIFIDOBACTERIUM MEDIUM (DSMZ Medium 58); CIP Medium 20; WILKINS-CHALGREN ANAEROBE BROTH (DSMZ Medium 339); CIP Medium 72,"intestine of adult; Human intestine,adult; Intestine of adult; Human, Intestine (adult); Calf faeces"
taxon:49338|organism:desulfitobacterium hafniense (desulfitobacterium frappieri),8,target_bacteria,taxon_organism,desulfitobacterium hafniense,Desulfitobacterium hafniense (Desulfitobacterium frappieri),bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,12,6,6,7,True,1,True,6,5,True,6,7,True,6,5,True,4,4,True,"{""normalized_species_exact"": 6}",DSM 16228; DSM 13557; DSM 13498; DSM 12420; ATCC 700357; DSM 10664; DSM 14645,G2; TCP-A; DP7; PCP-1; DCB-2; PCE-S,GEOANAEROBACTER MEDIUM (DSMZ Medium 838); DESULFITOBACTERIUM PCP-1 MEDIUM (DSMZ Medium 836); DESULFITOBACTERIUM HAFNIENSE MEDIUM (DSMZ Medium 720); BA Medium; DESULFITOBACTERIUM (PCE II) MEDIUM (DSMZ Medium 1062),subsurface clay bedding; freshwater sediment; human feces of 28 year old female; methanogenic consortium from mixture of anaerobic sewage sludge and soil; sewage sludge
taxon:850|organism:fusobacterium mortiferum,1,target_bacteria,taxon_organism,fusobacterium mortiferum,Fusobacterium mortiferum,bacdive_species_exact_name_match,validated_species_exact_name,not_candidate_row,2,0,6,3,3,12,True,1,True,3,4,True,2,3,True,1,1,True,1,1,True,"{""normalized_species_exact"": 3}",DSM 108838; DSM 19809; ATCC 25557; CCUG 14475; VPI 4123A; DSM 1295; ATCC 25751; NCIB 10651; VPI 2488; JCM 1412; BCRC 14525; NCIMB 10651,FSA-380-WT-2B; 350A,WILKINS-CHALGREN ANAEROBE BROTH (DSMZ Medium 339); COLUMBIA BLOOD MEDIUM (DSMZ Medium 693); PYG MEDIUM (MODIFIED) (DSMZ Medium 104); CHOPPED MEAT MEDIUM WITH CARBOHYDRATES (DSMZ Medium 110),"feces; pig, 5 month old, wild type; human maxillary abscess; Human maxillary abscess"
